,id,title,title_original,genres,director,keywords,cast
32,4213,Adventures of Bailey: A Night in Cowtown,Adventures of Bailey: A Night in Cowtown,[],['Steve Franke'],[],"['Frank Mosley', 'Mark Hanson', 'Trey Bumpass', 'Christine Galyean', 'Max Hartman']"
33,4214,Bailey: un héroe en navidad,Adventures of Bailey: Christmas Hero,[],['Steve Franke'],[],"['Rick Shew', 'Trey Bumpass', 'Christine Galyean', 'Liz Franke']"
34,4215,Adventures of Bailey: The Lost Puppy,Adventures of Bailey: The Lost Puppy,['Familia'],['Steve Franke'],[],"['Rick Shew', 'Liz Franke', 'Emily Stuhler', 'Truman Croft', 'Jennifer Hamada']"
35,4267,After Earth,After Earth,"['Ciencia ficción', 'Acción', 'Aventura']",['M. Night Shyamalan'],['dystopia'],"['Jaden Smith', 'Will Smith', 'Sophie Okonedo', 'Zoë Kravitz', 'Glenn Morshower']"
36,4295,Afternoon Delight,Afternoon Delight,"['Comedia', 'Drama']",['Jill Soloway'],['woman director'],"['Kathryn Hahn', 'Juno Temple', 'Josh Radnor', 'Jane Lynch', 'Annie Mumolo']"
37,4299,Vivir entre fantasmas,Aberration,['Terror'],['Douglas Elford-Argent'],[],"['Peter James', 'Cal Thomas', 'Bobbi Jean Basche', 'Austin Kieler']"
38,4505,Aterriza como puedas,Airplane!,['Comedia'],"['Jim Abrahams', 'David Zucker', 'Jerry Zucker']","['chicago', 'alcohol', 'cataclysm', 'guitar', 'medicine', 'taxi driver', 'passenger', 'saxophone', 'stewardess', 'pilot', 'airplane', 'fear of flying', 'air controller', 'landing', 'autopilot', 'kiss', 'spoof', 'los angeles', 'alcohol abuse', 'aftercreditsstinger', 'anarchic comedy']","['Robert Hays', 'Julie Hagerty', 'Kareem Abdul-Jabbar', 'Lloyd Bridges', 'Peter Graves']"
39,4573,Al salir de clase,Al salir de clase,[],[],[],[]
40,4741,Algunas mujeres,Algunas mujeres,[],[],[],[]
41,4822,Pequeños invasores,Aliens in the Attic,"['Aventura', 'Comedia', 'Familia', 'Fantasía', 'Ciencia ficción']",['John Schultz'],"['alien', 'duringcreditsstinger', 'beforecreditsstinger', 'live action and animation']","['Carter Jenkins', 'Austin Butler', 'Kevin Nealon', 'Robert Hoffman', 'Doris Roberts']"
42,4870,Todos los perros van al cielo,All Dogs Go to Heaven,"['Drama', 'Animación', 'Familia', 'Comedia', 'Fantasía']","['Don Bluth', 'Gary Goldman', 'Dan Kuenster']","['new orleans', 'heaven', 'german shepherd', 'second chance']","['Burt Reynolds', 'Dom DeLuise', 'Judith Barsi', 'Melba Moore', 'Daryl Gilley']"
43,4903,All-Stars,All-Stars,['Comedia'],['Lance Kinsey'],"['sport', 'mockumentary', 'improvisation', 'softball', 'parents', 'little league']","['Richard Kind', 'Seth Morris', 'Lance Kinsey', 'Nicole Sullivan', 'Mike Hagerty']"
44,5001,Casi famosos,Almost Famous,"['Drama', 'Música']",['Cameron Crowe'],"['hotel room', 'san diego', 'drug addiction', 'stewardess', 'overdose', 'groupie', 'music journalist', 'rock', 'heavy metal', 'concert', 'swimming pool', 'based on a true story', 'promiscuity', 'coming of age', 'on the road', 'domineering mother', 'reconciliation', 'semi autobiographical', 'innocence lost', 'bus trip', 'aspiring writer']","['Patrick Fugit', 'Billy Crudup', 'Kate Hudson', 'Frances McDormand', 'Jason Lee']"
45,5057,Altered Minds,The Red Robin,"['Drama', 'Suspense']",['Michael Z. Wechsler'],[],"['Judd Hirsch', ""Ryan O'Nan"", 'C.S. Lee', 'Jaime Ray Newman', 'Caroline Lagerfelt']"
46,5092,Alvin y las ardillas,Alvin and the Chipmunks,"['Comedia', 'Música', 'Familia', 'Fantasía', 'Animación']",['Tim Hill'],"['pop', 'pop star', 'record producer', 'surprise', 'approach', 'forest', 'music', 'concert', 'friendship', 'performance', 'chipmunk', 'anthropomorphism', 'songwriter', 'talking to animals', 'duringcreditsstinger']","['Jason Lee', 'David Cross', 'Cameron Richardson', 'Jane Lynch', 'Justin Long']"
47,5093,Alvin and the Chipmunks Meet Frankenstein,Alvin and the Chipmunks Meet Frankenstein,[],[],[],[]
48,5094,Alvin and the Chipmunks Meet the Wolfman,Alvin and the Chipmunks Meet the Wolfman,[],[],[],[]
49,5095,Alvin y las ardillas 3,Alvin and the Chipmunks: Chipwrecked,"['Comedia', 'Fantasía', 'Familia', 'Música', 'Animación']",['Mike Mitchell'],"['sequel', 'chipmunk', 'cruise ship', 'overboard']","['Jason Lee', 'David Cross', 'Jenny Slate', 'Andy Buckley', 'Justin Long']"
50,5097,Alvin y las ardillas 2,Alvin and the Chipmunks: The Squeakquel,"['Comedia', 'Familia', 'Animación', 'Fantasía', 'Música']",['Betty Thomas'],"['chipmunk', 'cgi', 'based on tv series', 'aftercreditsstinger', 'duringcreditsstinger', 'woman director']","['Zachary Levi', 'David Cross', 'Jason Lee', 'Justin Long', 'Matthew Gray Gubler']"
51,5099,Always (Para siempre),Always,"['Fantasía', 'Drama', 'Romance']",['Steven Spielberg'],"['firemen', 'pilot', 'airplane', 'ghost', 'guardian angel']","['Richard Dreyfuss', 'Holly Hunter', 'John Goodman', 'Audrey Hepburn', 'Brad Johnson']"
52,5117,Amadeus,Amadeus,"['Drama', 'Historia']",['Miloš Forman'],"['italy', 'austria', 'composer', 'opera', 'talent', 'emperor', 'musician', 'marriage crisis', 'mozart', 'god', 'murder', 'vienna austria', 'envy', '18th century']","['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge', 'Roy Dotrice', 'Simon Callow']"
53,5143,Amal,Amal,['Drama'],['Richie Mehta'],[],"['Rupinder Nagra', 'Seema Biswas', 'Naseeruddin Shah', 'Koel Purie', 'Vik Sahay']"
54,5353,American Beauty,American Beauty,['Drama'],['Sam Mendes'],"['adultery', 'movie business', 'parent child relationship', 'midlife crisis', 'coming out', 'first time', 'camcorder', 'virgin', 'estate agent', 'cheerleader', 'rose', 'satire', 'loneliness', 'dark comedy', 'suburbia', 'coming of age', 'marijuana', 'exercise', 'extramarital affair', 'quitting a job', 'bittersweet', 'retired army man', 'affair', 'closeted homosexual']","['Kevin Spacey', 'Annette Bening', 'Thora Birch', 'Wes Bentley', 'Mena Suvari']"
55,5358,American Cowslip,American Cowslip,['Comedia'],['Mark David'],[],"['Ronnie Gene Blevins', 'Cloris Leachman', 'Val Kilmer', 'Peter Falk', 'Rip Torn']"
56,5372,American Gangster,American Gangster,"['Drama', 'Crimen']",['Ridley Scott'],"['underdog', 'black people', 'drug traffic', 'gangster', 'drug smuggle', 'society', 'ambition', 'rise and fall', 'cop', 'drug dealing', 'police corruption', 'police detective', 'family', 'law enforcement', 'aftercreditsstinger', 'dishonesty', 'criminal heroes']","['Denzel Washington', 'Russell Crowe', 'Chiwetel Ejiofor', 'Josh Brolin', 'Lymari Nadal']"
57,5387,La gran estafa americana,American Hustle,"['Drama', 'Crimen']",['David O. Russell'],"['new jersey', '1970s', 'fbi', 'mayor', 'con artist', 'scam', 'mobster']","['Christian Bale', 'Amy Adams', 'Bradley Cooper', 'Jennifer Lawrence', 'Jeremy Renner']"
58,5416,American Pie 2,American Pie 2,"['Comedia', 'Romance']",['J.B. Rogers'],"['sex', 'party', 'summer', 'beach house', 'group of friends', 'gross out comedy', 'tantra', 'mistaken for a special education student', 'superglue', 'sex comedy']","['Jason Biggs', 'Thomas Ian Nicholas', 'Chris Klein', 'Seann William Scott', 'Eddie Kaye Thomas']"
59,5417,Band Camp,Band Camp,[],[],[],[]
60,5418,American Pie Presents Beta House,American Pie Presents Beta House,[],[],[],[]
61,5419,The Naked Mile,The Naked Mile,[],[],[],[]
62,5420,American Pie Presents: The Book of Love,American Pie Presents: The Book of Love,[],[],[],[]
63,5426,American Pie: El reencuentro,American Reunion,['Comedia'],"['Jon Hurwitz', 'Hayden Schlossberg']","['wife husband relationship', 'sequel', 'family reunion', 'masturbation', 'scat', 'high school reunion', 'quitting a job', 'milf', 'duringcreditsstinger']","['Jason Biggs', 'Alyson Hannigan', 'Seann William Scott', 'Chris Klein', 'Thomas Ian Nicholas']"
64,5439,American Virgin,American Virgin,['Comedia'],['Clare Kilner'],['woman director'],"['Rob Schneider', 'Chase Ryan Jeffery', 'Brianne Davis', 'Elan Moss-Bachrach', 'Ashley Schneider']"
65,5441,American Pie ¡Menuda boda!,American Wedding,"['Comedia', 'Romance']",['Jesse Dylan'],"['sibling relationship', 'handcuffs', 'spanner', 'blow job', 'stag night', 'wedding']","['Jason Biggs', 'Alyson Hannigan', 'Seann William Scott', 'Eddie Kaye Thomas', 'Thomas Ian Nicholas']"
66,5448,Americano,Americano,['Drama'],['Mathieu Demy'],"['mexico', 'pole dancer', 'inheritance', 'estate']","['Salma Hayek', 'Mathieu Demy', 'Geraldine Chaplin', 'Chiara Mastroianni', 'Carlos Bardem']"
67,5489,Amigo Undead,Amigo Undead,"['Terror', 'Comedia']",['Ryan Nagata'],"['supernatural', 'zombie', 'desert']","['Steve Agee', 'Randall Park', 'Ed Galvez', 'David Clennon', 'Josh Fadem']"
68,5664,An American Carol,An American Carol,"['Comedia', 'Fantasía']",['David Zucker'],"['terrorist', 'parody', 'documentary filmmaking']","['Kevin Farley', 'Kelsey Grammer', 'Leslie Nielsen', 'Trace Adkins', 'Robert Davi']"
69,5973,El reportero: La leyenda de Ron Burgundy,Anchorman: The Legend of Ron Burgundy,['Comedia'],['Adam McKay'],"['journalism', 'sexism', 'ladder', 'panda', 'tv show in film', 'mustache', 'misogynist', 'newsroom', 'teleprompter', 'gang warfare', 'aftercreditsstinger', 'duringcreditsstinger', 'news spoof']","['Will Ferrell', 'Christina Applegate', 'Paul Rudd', 'David Koechner', 'Steve Carell']"
70,6063,Un perro divino,Angel Dog,"['Drama', 'Familia']",['Robin Nations'],[],"['Richard Dillard', 'Jon Michael Davis', 'Farah White', 'Mona Lee Fultz']"
71,6114,Ángeles y demonios,Angels & Demons,"['Suspense', 'Misterio']",['Ron Howard'],"['rome italy', 'vatican', 'based on novel or book', 'symbolism', 'christian', 'illuminati', 'quantum mechanics', 'prequel', 'anti matter', 'conspiracy', 'investigator', 'catholicism', 'cern']","['Tom Hanks', 'Ewan McGregor', 'Ayelet Zurer', 'Stellan Skarsgård', 'Pierfrancesco Favino']"
72,6218,Anna Karenina,Anna Karenina,"['Drama', 'Romance']",['Joe Wright'],"['based on novel or book', 'st. petersburg russia', 'death', 'high society', 'imperial russia', '19th century']","['Keira Knightley', 'Jude Law', 'Aaron Taylor-Johnson', 'Kelly Macdonald', 'Matthew Macfadyen']"
73,6282,Another Day,Another Day,"['Suspense', 'Película de TV', 'Drama', 'Ciencia ficción']",['Jeffrey Reiner'],[],"['Shannen Doherty', 'Max Martini', 'Julian McMahon', 'Bruce Chadwick', 'David Ferry']"
74,6287,Otro día feliz,Another Happy Day,"['Comedia', 'Drama']",['Sam Levinson'],[],"['Ellen Barkin', 'Ezra Miller', 'Kate Bosworth', 'Demi Moore', 'George Kennedy']"
75,6495,Apolo 13,Apollo 13,"['Drama', 'Historia']",['Ron Howard'],"['moon', 'florida', 'nasa', 'spaceman', 'race against time', 'houston', 'based on a true story', 'space', 'rescue', 'survival', 'disaster', 'explosion', 'astronaut', 'imax', 'saturn v rocket', 'courage', 'hypothermia', 'apollo program', 'cape kennedy', 'lunar mission', 'spacecraft accident']","['Tom Hanks', 'Bill Paxton', 'Kevin Bacon', 'Gary Sinise', 'Ed Harris']"
76,6819,Around the Block,Around the Block,['Drama'],['Sarah Spillane'],['woman director'],"['Christina Ricci', 'Jack Thompson', 'Damian Walshe-Howling', 'Matthew Nable', 'Daniel Henshall']"
77,7002,Tan Genial Como Yo,As Cool as I Am,"['Comedia', 'Drama']",['Max Mayer'],"['dysfunctional family', 'coming of age']","['Sarah Bolger', 'Thomas Mann', 'James Marsden', 'Claire Danes', 'Seth Adkins']"
78,7156,Ashley,Ashley,['Drama'],['Dean Matthew Ronalds'],[],"['Michael Madsen', 'Jennifer Taylor', 'Lauren C. Mayhew', 'Alex Arleo', 'Nicole Fox']"
79,7245,Ass Backwards,Ass Backwards,"['Aventura', 'Comedia']",['Chris Nelson'],[],"['June Diane Raphael', 'Casey Wilson', ""Vincent D'Onofrio"", 'Alicia Silverstone', 'Jon Cryer']"
80,7255,La conspiración,Assassination of a High School President,"['Comedia', 'Crimen', 'Misterio', 'Suspense']",['Brett Simon'],['independent film'],"['Mischa Barton', 'Reece Thompson', 'Bruce Willis', 'Michael Rapaport', 'Kathryn Morris']"
81,7312,Asunder,Asunder,"['Drama', 'Suspense', 'Misterio', 'Romance']",['Tim Reid'],['obsession'],"['Blair Underwood', 'Debbi Morgan', 'Michael Beach', 'Marva Hicks']"
82,7320,Asylum,Asylum,['Terror'],"['Todor Chapkanov', 'Chris Mancini']","['asylum', 'hostage negotiator']","['Stephen Rea', 'Bruce Payne', 'Dean Haglund', 'Michael Schmidt', 'Caroline Ford']"
83,7349,¡Átame!,¡Átame!,"['Comedia', 'Crimen', 'Drama', 'Romance']",['Pedro Almodóvar'],"['prison', 'ex-detainee', 'porn actor', 'inferiority complex']","['Victoria Abril', 'Antonio Banderas', 'Loles León', 'Julieta Serrano', 'María Barranco']"
84,7446,Expiación,Atonement,"['Drama', 'Romance']",['Joe Wright'],"['sibling relationship', 'nurse', 'loss of loved one', 'based on novel or book', 'flirt', 'new love', 'wind', 'world war ii', 'lie', 'book', 'letter', 'twist', 'mistake', 'innocence', 'author', 'redemption', 'summer', 'dunkirk', 'london blitz', 'sepsis']","['Keira Knightley', 'James McAvoy', 'Romola Garai', 'Saoirse Ronan', 'Brenda Blethyn']"
85,7476,Atrapado en los noventa,Atrapado en los noventa,[],[],[],[]
86,7569,August Rush: El triunfo de un sueño,August Rush,"['Familia', 'Drama', 'Música']",['Kirsten Sheridan'],"['loss of loved one', 'love at first sight', 'guitar', ""love of one's life"", 'lie', 'forbidden love', 'music lover', 'music', 'motherly love', 'orphanage', 'children', 'woman director']","['Freddie Highmore', 'Keri Russell', 'Jonathan Rhys Meyers', 'Terrence Howard', 'Robin Williams']"
87,7884,Babe El Cerdito Valiente,Babe,"['Fantasía', 'Drama', 'Comedia', 'Familia']",['Chris Noonan'],"['alarm clock', 'cat', 'duck', 'sheep', 'pig', 'farm', 'affection', 'piglet', 'heroism', 'anthropomorphism', ""based on children's book"", 'dog', 'separation', 'german shepherd', 'farmer', 'grandson', 'sheepdog', 'talking pig']","['Christine Cavanaugh', 'Miriam Margolyes', 'Danny Mann', 'Hugo Weaving', 'Miriam Flynn']"
88,7988,Regreso al futuro,Back to the Future,"['Aventura', 'Comedia', 'Ciencia ficción', 'Familia']",['Robert Zemeckis'],"['clock tower', 'car race', 'terrorist', 'delorean', 'lightning', 'guitar', 'plutonium', 'sports car', 'inventor', 'journey in the past', 'invention', 'time travel', 'race against time', 'partner', 'misfit', 'mad scientist', 'fish out of water', 'teenage love', 'destiny', 'hidden identity', 'odd couple', 'escapade', 'disorder', 'chases and races', 'love and romance', 'teenage life', 'misfit partners', 'changing the past or future', 'getting home']","['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Crispin Glover', 'Thomas F. Wilson']"
89,7989,Regreso al futuro II,Back to the Future Part II,"['Aventura', 'Comedia', 'Familia', 'Ciencia ficción']",['Robert Zemeckis'],"['skateboarding', 'flying car', 'car race', 'delorean', 'lightning', 'almanac', 'inventor', 'time travel', 'sequel', 'diner', 'alternate history', 'teenager', 'electric guitar', 'walking cane', 'high school dance', 'hoverboard', 'video phone']","['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Elisabeth Shue', 'James Tolkan']"
90,8009,Backwoods,Backwoods,"['Terror', 'Suspense', 'Película de TV']",['Marty Weiss'],"['suicide', 'fbi', 'camping', 'redneck', 'torture', 'paintball\xa0', 'bound and gagged', 'attempted rape', 'bow and arrow', 'religious cult', 'missing persons case', 'underground complex', 'drug manufacturing']","['Ryan Merriman', 'Haylie Duff', 'Mark Rolston', 'Danny Nucci', 'Troy Winbush']"
91,8025,Dos policías rebeldes II,Bad Boys II,"['Aventura', 'Acción', 'Comedia', 'Suspense', 'Crimen']",['Michael Bay'],"['miami', 'ku klux klan', 'cuba', 'undercover', 'mexican standoff', 'ecstasy', 'gangster', 'guantánamo', 'slaughter', 'shootout', 'gunfight', 'bromance', 'violence', 'foot chase', 'interrogation', 'car chase', 'drug lord', 'exploding house', 'narcotics cop', 'illegal drugs', 'dea agent', 'buddy cop', 'criminal underworld', 'action hero', 'haitian gang', 'minefield']","['Martin Lawrence', 'Will Smith', 'Jordi Mollà', 'Gabrielle Union', 'Peter Stormare']"
92,8077,Baghead,Baghead,[],[],[],[]
93,8088,Bai she chuan shuo,Bai she chuan shuo,[],[],[],[]
94,8215,Bandit and the Saints of Dogwood,Bandit and the Saints of Dogwood,[],[],[],[]
95,8343,Barefoot,Barefoot,[],[],[],[]
96,8403,Barnyard,Barnyard,[],[],[],[]
97,8529,Battleship,Battleship,"['Suspense', 'Acción', 'Aventura', 'Ciencia ficción']",['Peter Berg'],"['fight', 'u.s. navy', 'mind reading', 'hong kong', 'soccer', 'scientist', 'fictional war', 'naval', 'armada', 'battleship', 'naval combat', 'jds myoko', 'lost communication', 'taser', 'buoy', 'communications expert', 'joint chiefs of staff', 'crash landing', 'jet fighter pilot', 'navy lieutenant', 'permission to marry', 'uss john paul jones', 'based on game', 'aftercreditsstinger', 'mighty mo', 'uss missouri']","['Taylor Kitsch', 'Alexander Skarsgård', 'Rihanna', 'Brooklyn Decker', 'Tadanobu Asano']"
98,8589,Beat the World,Beat the World,"['Música', 'Drama']",['Robert Adetuyi'],['sporting event'],"['Tyrone Brown', 'Mishael Morgan', 'Nikki Grant', 'Chase Armitage', 'Ray Johnson']"
99,8623,Beavis y Butt-Head recorren America,Beavis and Butt-Head Do America,"['Animación', 'Comedia']",['Mike Judge'],"['washington d.c.', 'casino', 'hotel', 'sun', 'television', 'sperm', 'based on tv series', 'las vegas', 'swat team', 'adult animation', 'road movie']","['Mike Judge', 'Bruce Willis', 'Demi Moore', 'Robert Stack', 'Richard Linklater']"
100,8659,Becoming jane,Becoming jane,[],[],[],[]
101,8670,Bedlam,Bedlam,[],[],[],[]
102,8717,Before It Had a Name,Before It Had a Name,[],[],[],[]
103,8733,Beginners,Beginners,[],[],[],[]
104,8734,Behaving Badly,Behaving Badly,[],[],[],[]
105,8802,Bella Vita,Bella Vita,[],[],[],[]
106,8823,Belle du Seigneur,Belle du Seigneur,"['Drama', 'Romance']",['Glenio Bonder'],"['love triangle', 'infidelity', 'cheating wife']","['Jonathan Rhys Meyers', 'Natalia Vodianova', 'Ed Stoppard', 'Marianne Faithfull', 'Maria Bonnevie']"
107,8905,Bending All The Rules,Bending All The Rules,"['Comedia', 'Romance']","['Morgan Klein', 'Peter Knight']",[],"['Bradley Cooper', 'Colleen Porch', 'David Gail', 'Shauna Vatovec', 'James Martin Kelly']"
108,8949,Berlin Junction,Berlin Junction,[],[],[],[]
109,8992,Besos de Azúcar,Besos de Azúcar,[],[],[],[]
110,9004,Best Friends,Best Friends,[],[],[],[]
111,9055,Bestezuelas,Bestezuelas,[],[],[],[]
112,9057,Bet Raise Fold,Bet Raise Fold,[],[],[],[]
113,9097,Beverly Hills Cop,Beverly Hills Cop,[],[],[],[]
114,9121,Beyond JFK: The Question of Conspiracy,Beyond JFK: The Question of Conspiracy,['Documental'],"['Barbara Kopple', 'Danny Schechter']","['assassination', 'john f. kennedy', 'kennedy assassination', 'woman director']","['Ed Asner', 'Kevin Costner', 'Walter Cronkite', 'Tommy Lee Jones', 'Numa V. Bertel Jr.']"
